Movie Name,Year,Genre
"Abominable Snowman, The ",1957,"Horror|Sci-Fi
"
American Gigolo ,1980,"Drama
"
Anguish ,Angu,"Horror
"
"Blood Spattered Bride, The ",La N,"Horror
"
City of the Living Dead ,Paur,"Horror
"
"Endless Summer, The ",1966,"Documentary
"
"Guns of Navarone, The ",1961,"Action|Drama|War
"
Blow-Out ,La G,"Drama
"
Lured ,1947,"Crime
"
Pandora and the Flying Dutchman ,1951,"Drama
"
Quatermass and the Pit ,1967,"Sci-Fi
"
Quatermass II ,1957,"Sci-Fi|Thriller
"
Puppet Master ,1989,"Horror|Sci-Fi|Thriller
"
Puppet Master II ,1990,"Horror|Sci-Fi|Thriller
"
Puppet Master III: Toulon's Revenge ,1991,"Horror|Sci-Fi|Thriller
"
Puppet Master 4 ,1993,"Horror|Sci-Fi|Thriller
"
Puppet Master 5: The Final Chapter ,1994,"Horror|Sci-Fi|Thriller
"
Curse of the Puppet Master ,1998,"Horror|Sci-Fi|Thriller
"
Retro Puppetmaster ,1999,"Horror|Sci-Fi|Thriller
"
Rent-A-Cop ,1988,"Action|Comedy
"
Romeo and Juliet ,1968,"Drama|Romance
"
Stay Tuned ,1992,"Comedy
"
"Story of G.I. Joe, The ",1945,"War
"
Blazing Saddles ,1974,"Comedy|Western
"
Benji ,1974,"Adventure|Children's
"
Benji the Hunted ,1987,"Adventure|Children's
"
For the Love of Benji ,1977,"Adventure|Children's
"
White Christmas ,1954,"Musical
"
Eraserhead ,1977,"Drama|Horror
"
Baraka ,1992,"Documentary
"
"Man with the Golden Arm, The ",1955,"Drama
"
"Decline of Western Civilization, The ",1981,"Documentary
"
"Decline of Western Civilization Part II: The Metal Years, The ",1988,"Documentary
"
For a Few Dollars More ,1965,"Western
"
Magnum Force ,1973,"Western
"
Blood Simple ,1984,"Drama|Film-Noir
"
"Fabulous Baker Boys, The ",1989,"Drama|Romance
"
Prizzi's Honor ,1985,"Comedy|Drama|Romance
"
Flatliners ,1990,"Thriller
"
Light Years ,1988,"Sci-Fi
"
Porky's ,1981,"Comedy
"
Porky's II: The Next Day ,1983,"Comedy
"
Porky's Revenge ,1985,"Comedy
"
Private School ,1983,"Comedy
"
Class of Nuke 'Em High ,1986,"Comedy|Horror
"
"Toxic Avenger, The ",1985,"Comedy|Horror
"
"Toxic Avenger, Part II, The ",1989,"Comedy|Horror
"
"Toxic Avenger Part III: The Last Temptation of Toxie, The ",1989,"Comedy|Horror
"
Night of the Creeps ,1986,"Comedy|Horror|Sci-Fi
"
Predator 2 ,1990,"Action|Sci-Fi|Thriller
"
"Running Man, The ",1987,"Action|Adventure|Sci-Fi
"
Starman ,1984,"Adventure|Drama|Romance|Sci-Fi
"
"Brother from Another Planet, The ",1984,"Drama|Sci-Fi
"
Alien Nation ,1988,"Crime|Drama|Sci-Fi
"
Mad Max ,1979,"Action|Sci-Fi
"
Mad Max 2 ,a.k.,"Action|Sci-Fi
"
Mad Max Beyond Thunderdome ,1985,"Action|Sci-Fi
"
Bird on a Wire ,1990,"Action|Adventure|Romance|Thriller
"
Angel Heart ,1987,"Film-Noir|Mystery|Thriller
"
Nine 1/2 Weeks ,1986,"Drama
"
Firestarter ,1984,"Horror|Thriller
"
Sleepwalkers ,1992,"Horror
"
Action Jackson ,1988,"Action|Comedy
"
Sarafina! ,1992,"Drama
"
Soapdish ,1991,"Comedy
"
"Long Walk Home, The ",1990,"Drama
"
Clara's Heart ,1988,"Drama
"
Burglar ,1987,"Comedy
"
Fatal Beauty ,1987,"Action|Crime
"
Gone in 60 Seconds ,2000,"Action|Crime
"
American Pimp ,1999,"Documentary
"
Love's Labour's Lost ,2000,"Comedy|Romance
"
Sunshine ,1999,"Drama
"
Trixie ,1999,"Comedy
"
Live Virgin ,1999,"Comedy
"
Hamlet ,1990,"Drama
"
Coming Home ,1978,"Drama|War
"
American Pop ,1981,"Animation|Musical
"
Assault on Precinct 13 ,1976,"Action|Thriller
"
Near Dark ,1987,"Comedy|Horror
"
One False Move ,1991,"Thriller
"
Shaft ,1971,"Action|Crime
"
"Conversation, The ",1974,"Drama|Mystery
"
Cutter's Way ,1981,"Drama|Thriller
"
"Fury, The ",1978,"Horror
"
"Paper Chase, The ",1973,"Drama
"
Prince of the City ,1981,"Drama
"
Serpico ,1973,"Crime|Drama
"
"Big Carnival, The ",1951,"Drama
"
Lonely Are the Brave ,1962,"Drama|Western
"
"Sugarland Express, The ",1974,"Drama
"
Trouble in Paradise ,1932,"Comedy|Romance
"
Big Trouble in Little China ,1986,"Action|Comedy
"
Badlands ,1973,"Crime|Drama
"
"Battleship Potemkin, The ",Bron,"Drama|War
"
Boys and Girls ,2000,"Comedy|Romance
"
Shaft ,2000,"Action|Crime
"
Titan A.E. ,2000,"Adventure|Animation|Sci-Fi
"
Butterfly ,La L,"Drama|War
"
Jesus' Son ,1999,"Drama
"
"Match, The ",1999,"Comedy|Romance
"
Time Regained ,Le T,"Drama
"
Boricua's Bond ,2000,"Drama
"
Chicken Run ,2000,"Animation|Children's|Comedy
"
"Me, Myself and Irene ",2000,"Comedy
"
"Patriot, The ",2000,"Action|Drama|War
"
"Adventures of Rocky and Bullwinkle, The ",2000,"Animation|Children's|Comedy
"
"Perfect Storm, The ",2000,"Action|Adventure|Thriller
"
"Golden Bowl, The ",2000,"Drama
"
Asylum ,1972,"Horror
"
Communion ,1989,"Drama|Sci-Fi|Thriller
"
Fun and Fancy Free ,1947,"Animation|Children's|Musical
"
"Kentucky Fried Movie, The ",1977,"Comedy
"
"Blood In, Blood Out ",a.k.,"Crime|Drama
"
Daughter of Dr. Jeckyll ,1957,"Horror
"
F/X ,1986,"Action|Crime|Thriller
"
F/X 2 ,1992,"Action|Crime|Thriller
"
"Hot Spot, The ",1990,"Drama|Romance
"
Missing in Action ,1984,"Action|War
"
Missing in Action 2: The Beginning ,1985,"Action|War
"
Braddock: Missing in Action III ,1988,"Action|War
"
Thunderbolt and Lightfoot ,1974,"Action
"
Dreamscape ,1984,"Adventure|Crime|Sci-Fi|Thriller
"
"Golden Voyage of Sinbad, The ",1974,"Action|Adventure
"
Hatchet For the Honeymoon ,Ross,"Horror
"
House Party ,1990,"Comedy
"
House Party 2 ,1991,"Comedy
"
Make Mine Music ,1946,"Animation|Children's|Musical
"
Melody Time ,1948,"Animation|Children's|Musical
"
Nekromantik ,1987,"Comedy|Horror
"
On Our Merry Way ,1948,"Comedy|Drama
"
Project Moon Base ,1953,"Sci-Fi
"
Rocketship X-M ,1950,"Sci-Fi
"
Shaft in Africa ,1973,"Action|Crime
"
Shaft's Big Score! ,1972,"Action|Crime
"
Croupier ,1998,"Crime|Drama
"
"Kid, The ",2000,"Comedy
"
Scary Movie ,2000,"Comedy|Horror
"
But I'm a Cheerleader ,1999,"Comedy
"
Shower ,Xizh,"Comedy
"
Blowup ,1966,"Drama|Mystery
"
"Pawnbroker, The ",1965,"Drama
"
Groove ,2000,"Drama
"
Footloose ,1984,"Drama
"
Duel in the Sun ,1946,"Western
"
X-Men ,2000,"Action|Sci-Fi
"
Chuck & Buck ,2000,"Comedy|Drama
"
"Five Senses, The ",1999,"Drama
"
"Wisdom of Crocodiles, The ",a.k.,"Romance|Thriller
"
"In Crowd, The ",2000,"Thriller
"
What Lies Beneath ,2000,"Thriller
"
Pokémon the Movie 2000 ,2000,"Animation|Children's
"
Criminal Lovers ,Les ,"Drama|Romance
"
Anatomy of a Murder ,1959,"Drama|Mystery
"
Freejack ,1992,"Action|Sci-Fi
"
Greaser's Palace ,1972,"Drama
"
H.O.T.S. ,1979,"Comedy
"
Knightriders ,1981,"Action|Adventure|Drama
"
MacKenna's Gold ,1969,"Western
"
Sinbad and the Eye of the Tiger ,1977,"Action|Adventure
"
Two Women ,La C,"Drama|War
"
What About Bob? ,1991,"Comedy
"
White Sands ,1992,"Drama|Thriller
"
Breaker Morant ,1980,"Drama|War
"
Everything You Always Wanted to Know About Sex ,1972,"Comedy
"
Interiors ,1978,"Drama
"
Love and Death ,1975,"Comedy
"
"Official Story, The ",La H,"Drama
"
"Other Side of Sunday, The ",Sønd,"Comedy|Drama
"
Pot O' Gold ,1941,"Comedy|Musical
"
Tampopo ,1986,"Comedy
"
Thomas and the Magic Railroad ,2000,"Children's
"
Nutty Professor II: The Klumps ,2000,"Comedy
"
"Girl on the Bridge, The ",La F,"Drama|Romance
"
Wonderland ,1999,"Drama
"
Autumn in New York ,2000,"Drama|Romance
"
Coyote Ugly ,2000,"Drama
"
Hollow Man ,2000,"Horror|Sci-Fi|Thriller
"
Space Cowboys ,2000,"Action|Sci-Fi
"
Better Living ,1998,"Comedy
"
Mad About Mambo ,2000,"Comedy|Romance
"
Psycho Beach Party ,2000,"Comedy|Horror|Thriller
"
Saving Grace ,2000,"Comedy
"
Black Sabbath ,Tre ,"Horror
"
"Brain That Wouldn't Die, The ",1962,"Horror|Sci-Fi
"
Bronco Billy ,1980,"Adventure|Drama|Romance
"
"Crush, The ",1993,"Thriller
"
Kelly's Heroes ,1970,"Action|Comedy|War
"
Phantasm II ,1988,"Horror
"
Phantasm III: Lord of the Dead ,1994,"Horror
"
Phantasm IV: Oblivion ,1998,"Horror
"
Pumpkinhead ,1988,"Horror
"
Air America ,1990,"Action|Comedy
"
Make Them Die Slowly ,Cann,"Horror
"
Sleepaway Camp ,1983,"Horror
"
Steel Magnolias ,1989,"Drama
"
And God Created Woman ,Et D,"Drama
"
Easy Money ,1983,"Comedy
"
"Ilsa, She Wolf of the SS ",1974,"Horror
"
Silent Fall ,1994,"Drama|Thriller
"
"Spiral Staircase, The ",1946,"Thriller
"
Whatever Happened to Aunt Alice? ,1969,"Crime|Thriller
"
I'm the One That I Want ,2000,"Comedy
"
"Tao of Steve, The ",2000,"Comedy
"
"Tic Code, The ",1998,"Drama
"
Aimée & Jaguar ,1999,"Drama|Romance
"
"Affair of Love, An ",Une ,"Drama|Romance
"
Autumn Heart ,1999,"Drama
"
Bless the Child ,2000,"Thriller
"
Cecil B. Demented ,2000,"Comedy
"
"Eyes of Tammy Faye, The ",2000,"Documentary
"
"Opportunists, The ",1999,"Crime
"
"Replacements, The ",2000,"Comedy
"
About Adam ,2000,"Comedy
"
"Cell, The ",2000,"Sci-Fi|Thriller
"
Godzilla 2000 ,Goji,"Action|Adventure|Sci-Fi
"
"Original Kings of Comedy, The ",2000,"Comedy|Documentary
"
Sunset Strip ,2000,"Comedy
"
All the Rage ,a.k.,"Drama
"
"Naked Gun: From the Files of Police Squad!, The ",1988,"Comedy
"
"Naked Gun 2 1/2: The Smell of Fear, The ",1991,"Comedy
"
Our Town ,1940,"Drama
"
Shane ,1953,"Drama|Western
"
"Suddenly, Last Summer ",1959,"Drama
"
Cat Ballou ,1965,"Comedy|Western
"
"Couch in New York, A ",1996,"Comedy|Romance
"
"Devil Rides Out, The ",1968,"Horror
"
Jerry & Tom ,1998,"Drama
"
Supergirl ,1984,"Action|Adventure|Fantasy
"
X: The Unknown ,1956,"Sci-Fi
"
"Art of War, The ",2000,"Action
"
"Ballad of Ramblin' Jack, The ",2000,"Documentary
"
Bittersweet Motel ,2000,"Documentary
"
Bring It On ,2000,"Comedy
"
Catfish in Black Bean Sauce ,2000,"Comedy|Drama
"
"Crew, The ",2000,"Comedy
"
Love & Sex ,2000,"Comedy|Romance
"
Steal This Movie! ,2000,"Drama
"
Went to Coney Island on a Mission From God... Be Back by Five ,1998,"Drama
"
Skipped Parts ,2000,"Drama|Romance
"
Highlander: Endgame ,2000,"Action|Adventure|Fantasy
"
Back Stage ,2000,"Documentary
"
Turn It Up ,2000,"Crime|Drama
"
Anatomy ,Anat,"Horror
"
Nurse Betty ,2000,"Comedy|Thriller
"
Solas ,1999,"Drama
"
"Watcher, The ",2000,"Crime|Thriller
"
"Way of the Gun, The ",2000,"Crime|Thriller
"
Almost Famous ,2000,"Comedy|Drama
"
Bait ,2000,"Action|Comedy
"
Circus ,2000,"Comedy
"
Crime and Punishment in Suburbia ,2000,"Comedy|Drama
"
Duets ,2000,"Comedy|Drama
"
Goya in Bordeaux ,Goya,"Drama
"
Urbania ,2000,"Drama
"
"Uninvited Guest, An ",2000,"Drama
"
"Specials, The ",2000,"Comedy
"
Under Suspicion ,2000,"Crime
"
"Prince of Central Park, The ",1999,"Drama
"
Urban Legends: Final Cut ,2000,"Horror
"
Woman on Top ,2000,"Comedy|Romance
"
Dancer in the Dark ,2000,"Drama|Musical
"
Best in Show ,2000,"Comedy
"
Beautiful ,2000,"Comedy|Drama
"
Barenaked in America ,1999,"Documentary
"
"Broken Hearts Club, The ",2000,"Drama
"
Girlfight ,2000,"Drama
"
Remember the Titans ,2000,"Drama
"
Hellraiser ,1987,"Horror
"
Hellbound: Hellraiser II ,1988,"Horror
"
Hellraiser III: Hell on Earth ,1992,"Horror
"
"Faraway, So Close ",In W,"Drama|Fantasy
"
Beach Party ,1963,"Comedy
"
Bikini Beach ,1964,"Comedy
"
Return of the Fly ,1959,"Horror|Sci-Fi
"
Pajama Party ,1964,"Comedy
"
Stranger Than Paradise ,1984,"Comedy
"
Voyage to the Bottom of the Sea ,1961,"Adventure|Sci-Fi
"
Fantastic Voyage ,1966,"Adventure|Sci-Fi
"
Abbott and Costello Meet Frankenstein ,1948,"Comedy|Horror
"
"Bank Dick, The ",1940,"Comedy
"
"Creature From the Black Lagoon, The ",1954,"Horror
"
"Giant Gila Monster, The ",1959,"Horror|Sci-Fi
"
"Invisible Man, The ",1933,"Horror|Sci-Fi
"
"Killer Shrews, The ",1959,"Horror|Sci-Fi
"
Kronos ,1957,"Sci-Fi
"
Kronos ,1973,"Horror
"
"Phantom of the Opera, The ",1943,"Drama|Thriller
"
Runaway ,1984,"Sci-Fi|Thriller
"
"Slumber Party Massacre, The ",1982,"Horror
"
"Slumber Party Massacre II, The ",1987,"Horror
"
"Slumber Party Massacre III, The ",1990,"Horror
"
Sorority House Massacre ,1986,"Horror
"
Sorority House Massacre II ,1990,"Horror
"
Bamboozled ,2000,"Comedy
"
Bootmen ,2000,"Comedy|Drama
"
Digimon: The Movie ,2000,"Adventure|Animation|Children's
"
Get Carter ,2000,"Action|Drama|Thriller
"
Get Carter ,1971,"Thriller
"
Meet the Parents ,2000,"Comedy
"
Requiem for a Dream ,2000,"Drama
"
Tigerland ,2000,"Drama
"
Two Family House ,2000,"Drama
"
"Contender, The ",2000,"Drama|Thriller
"
